City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
595,Manacapuru,BR,84.78,Clouds,-3.2997,-60.6206,Novo Hotel
596,Sabya,SA,80.22,Clear,17.1495,42.6254,Aseel Hotel Apartment
599,Cayenne,GF,84.24,Clouds,4.9333,-52.3333,Hôtel Le Dronmi
600,Banda Aceh,ID,77.49,Clouds,5.5577,95.3222,Sulthan Hotel International
604,Viedma,AR,84.24,Clear,-40.8135,-62.9967,Hotel Cristal
606,Kathu,TH,78.62,Clouds,7.9178,98.3332,Novotel Phuket Resort
613,Bandraboua,YT,82.08,Clouds,-12.7044,45.1223,HASSANI Mikidachi
616,Labelle,US,86.07,Clear,26.7617,-81.4384,Port LaBelle Inn
618,Lagos,NG,86.32,Clouds,6.5833,3.75,
620,Moerai,PF,78.4,Rain,-22.4333,-151.3333,Le Manotel
621,Encruzilhada Do Sul,BR,88.29,Clouds,-30.5439,-52.5219,Conceição Palace Hotel
624,Koumac,NC,77.95,Rain,-20.5667,164.2833,Le Monitel
635,Pauini,BR,87.67,Clouds,-7.7136,-66.9764,Casa do Kiwliks
641,Sucua,EC,83.14,Clouds,-2.4667,-78.1667,Hotel Orellana
644,Maragogi,BR,83.62,Clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
647,Kalmunai,LK,76.64,Clouds,7.4167,81.8167,VS Villa
648,Isabela,PH,78.22,Clouds,6.7085,121.9711,Isawad Resort
651,Honiara,SB,78.91,Clouds,-9.4333,159.95,Heritage Park Hotel
653,Sri Aman,MY,75.25,Clouds,1.2376,111.4621,Seri Simanggang Hotel
655,Kavaratti,IN,81.39,Clouds,10.5669,72.642,Hotels in Lakshadweep Islands
656,Forquilhinha,BR,86.58,Clouds,-28.7475,-49.4722,Oma Zita Hotel
659,Bom Jardim,BR,89.94,Clouds,-7.7958,-35.5872,Pousada do Posto Jose Breno
664,Boueni,YT,82.38,Clouds,-12.9025,45.0761,The feet in water
667,La Fria,VE,86.11,Clouds,8.2203,-72.2439,Estacionamiento de los toledos.
668,Saquarema,BR,77.14,Rain,-22.92,-42.5103,Hotel Fazenda Sol e Lua
671,Las Choapas,MX,81.3,Clear,17.9333,-94.0833,Hotel Jysmak
675,Bosaso,SO,77.43,Clouds,11.2842,49.1816,Red Sea Hotel
676,San Andres,CO,86.02,Clouds,12.5847,-81.7006,Hotel Arena Blanca
678,Loanda,AO,80.6,Clouds,-8.8368,13.2343,Hotel Fórum
682,Turmalina,BR,76.8,Clouds,-17.2856,-42.73,Hotel Cristal
683,Alta Floresta,BR,82.22,Rain,-9.8756,-56.0861,Floresta Amazonica Hotel
684,Nhulunbuy,AU,83.01,Clouds,-12.2333,136.7667,East Arnhem Real Estate
685,Polillo,PH,75.94,Clouds,14.7122,121.9392,Jardin's Hotel
688,Vao,NC,76.82,Clouds,-22.6667,167.4833,Hotel Kou-Bugny
689,Gamba,GA,77.11,Clouds,-2.65,10.0,
694,Kaya,BF,80.42,Clouds,13.0917,-1.0844,Maison de l'appelé
698,Panalingaan,PH,77.76,Clouds,8.7842,117.4231,I Love Panalingaan View Deck
699,Saint-Georges,GD,83.88,Clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
700,Trairi,BR,79.95,Clouds,-3.2778,-39.2689,janelas do mar
704,Punta Gorda,US,78.85,Clouds,26.9298,-82.0454,Four Points by Sheraton Punta Gorda Harborside
710,Kota Kinabalu,MY,75.18,Clouds,5.9749,116.0724,Gaya Centre Hotel
713,Villanueva,HN,85.19,Clouds,15.3167,-88.0,IGLESIA EVANGELICA DEL PRINCIPE DE PAZ
715,Garissa,KE,85.19,Clouds,-0.4536,39.6401,Sharif Plaza Hotel
717,Les Cayes,HT,85.05,Clear,18.2,-73.75,Villa Orphee
718,Samarai,PG,81.54,Clouds,-10.6167,150.6667,Nuli Sapi
720,Maun,BW,87.76,Clouds,-19.9833,23.4167,Enviro Villa
722,Rocha,UY,88.23,Clouds,-34.4833,-54.3333,Hotel Arrarte
728,Acari,PE,81.81,Clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
730,Sola,VU,83.26,Clouds,-13.8833,167.55,Leumerus Bungalows
731,Port Hedland,AU,80.65,Clouds,-20.3167,118.5667,The Esplanade Hotel
732,Noumea,NC,75.18,Clouds,-22.2763,166.4572,Hôtel Le Lagon
740,Pandan,PH,76.93,Clouds,14.0453,124.1694,Bonifacio Lodge
743,Wewak,PG,78.78,Rain,-3.5534,143.6268,In Wewak Boutique Hotel
744,Miri,MY,77.14,Clouds,4.4148,114.0089,"Mega Hotel, Miri"
747,Anori,BR,83.97,Clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
748,Banfora,BF,85.95,Clouds,10.6333,-4.7667,Residences David Hebié
754,Ewo,CG,82.06,Clouds,-0.8725,14.8206,Residence Elonda Ewo
756,Senador Jose Porfirio,BR,84.13,Clouds,-2.5908,-51.9542,Pousada Novo Horizonte
759,Farafangana,MG,78.58,Rain,-22.8167,47.8333,Miarina
763,Santa Vitoria Do Palmar,BR,83.71,Clear,-33.5189,-53.3681,Hostel Comodoro
766,Hilton Head Island,US,77.11,Clouds,32.2163,-80.7526,Disney’s Hilton Head Island Resort
767,Aripuana,BR,82.24,Clouds,-9.1667,-60.6333,
768,Baiao,BR,85.93,Rain,-2.7906,-49.6717,Hotel Eurosono
769,Puerto Madryn,AR,79.77,Clouds,-42.7692,-65.0385,Hotel Tolosa
770,Manaus,BR,84.7,Clouds,-3.1019,-60.025,Manaus Hotéis Millennium
772,Adrar,MR,75.11,Clear,20.5022,-10.0711,
774,Houma,US,84.2,Clouds,29.5958,-90.7195,Courtyard by Marriott Houma
776,Port-Gentil,GA,79.79,Clouds,-0.7193,8.7815,Fengshui Residence
777,Cartagena,CO,85.62,Clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
782,Wagar,SD,79.32,Clear,16.1525,36.2032,
784,Port Blair,IN,80.92,Clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
788,Sao Gabriel Da Cachoeira,BR,85.8,Clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
789,Anloga,GH,84.42,Clouds,5.7947,0.8973,Pin Drop Hotel
797,Boyolangu,ID,76.3,Rain,-8.1181,111.8935,Yos ega cv
798,Sinnamary,GF,79.97,Clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
799,Bambanglipuro,ID,77.32,Rain,-7.95,110.2833,Puri Brata
800,Mana,GF,81.09,Clouds,5.6592,-53.7767,LE SAMANA
814,Tutoia,BR,85.98,Clouds,-2.7619,-42.2744,Pousada Guará's
815,Davila,PH,75.09,Clouds,18.4726,120.5763,Blue Ridge Beach Resort
818,Ugoofaaru,MV,81.5,Clouds,5.6667,73.0,Ungoofaaru Inn
822,Voh,NC,75.65,Clouds,-20.9667,164.7,Le gîte du Koniambo
828,Bubaque,GW,80.49,Clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
829,Punta Alta,AR,87.01,Clear,-38.8759,-62.0736,Center Hotel Punta Alta
834,Yeppoon,AU,76.78,Clouds,-23.1333,150.7333,Villa Mar Colina
842,Mayumba,GA,77.85,Clouds,-3.432,10.6554,LIKWALE LODGE
848,Maningrida,AU,78.6,Clouds,-12.0667,134.2667,Dhukurrdji Lodge
849,Pombas,CV,78.58,Clouds,17.1503,-25.0201,Paul Paradis
850,Kangaba,ML,86.04,Clouds,11.9333,-8.4167,CAF (case de l´amitié et de la fraternité)
854,Guarare,PA,85.57,Clouds,7.8167,-80.2833,RESIDENCIAL VILLA VALENTINA
855,Road Town,VG,84.29,Clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
856,Tingo Maria,PE,84.51,Clouds,-9.2895,-76.0088,Hospedaje Paraíso
857,West Point,US,75.27,Clouds,33.6076,-88.6503,Hampton Inn & Suites West Point
859,Fenoarivo Atsinanana,MG,78.69,Clouds,-17.3667,49.4167,L'Oasis Lodge
861,Kimbe,PG,76.87,Clouds,-5.5502,150.1429,Kimbe Bay Hotel
865,Jacksonville,US,79.02,Clouds,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
875,Champerico,GT,88.34,Clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
877,Cam Ranh,VN,75.16,Clouds,11.9214,109.1591,OYO 598 Peony Hotel
881,El Limon,VE,79.09,Clouds,10.3059,-67.6321,Campamento Valle Beraca
882,Marsh Harbour,BS,77.72,Clear,26.5412,-77.0636,Abaco Beach Resort
886,Alyangula,AU,80.47,Clouds,-13.8483,136.4192,Groote Eylandt Lodge
889,Bontang,ID,76.71,Clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
898,Campoverde,PE,89.29,Clouds,-8.4753,-74.8058,Hospedaje Coral's
908,Poya,NC,75.92,Clouds,-21.35,165.15,
910,Sombrio,BR,81.66,Clouds,-29.1139,-49.6167,Santa Rosa Do Sul
912,El Alto,PE,78.46,Clear,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
913,Acapulco,MX,82.47,Clear,16.8634,-99.8901,HS Hotsson Smart Acapulco
920,Coracao De Jesus,BR,79.52,Rain,-16.6853,-44.365,Hotel Neves
924,Progreso,MX,87.24,Clear,21.2833,-89.6667,Playa Linda Hotel
928,Whyalla,AU,75.09,Clouds,-33.0333,137.5833,Foreshore Motor Inn
929,Tamandare,BR,83.44,Clouds,-8.7597,-35.1047,Pousada 100 Passos
934,Trinidad,BO,89.58,Clouds,-14.8333,-64.9,Hotel Piesta
939,Vung Tau,VN,76.14,Clouds,10.346,107.0843,Green hotel
940,Calabozo,VE,88.45,Clouds,8.9242,-67.4293,Hotel Giardini
942,Chontalpa,MX,82.15,Clear,17.7,-93.5167,
944,Nha Trang,VN,75.2,Clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
945,Pontes E Lacerda,BR,83.97,Clouds,-15.2261,-59.3353,Hotel Bressan
950,Sarangani,PH,81.55,Clouds,5.4033,125.4636,Ballistic Islet
954,Kishi,NG,85.35,Clouds,9.0833,3.85,New NCCF KISI
957,Bandarbeyla,SO,77.79,Rain,9.4942,50.8122,JABIR HOTEL
971,Harper,LR,80.89,Clouds,4.375,-7.7169,Screensaver
973,Baracoa,CU,81.99,Clouds,20.3467,-74.4958,Hostal Rio Miel
974,Kirakira,SB,80.24,Clouds,-10.4544,161.9205,SanBiz Lodge
978,Amapa,BR,78.28,Clouds,1.0,-52.0,
979,Cotonou,BJ,85.98,Clouds,6.3654,2.4183,Novotel Cotonou Orisha
980,Tarakan,ID,76.5,Rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
982,Saint-Louis,SN,89.56,Clouds,16.3333,-15.0,
983,Meulaboh,ID,77.13,Clouds,4.1363,96.1285,Kost Pria
984,Soubre,CI,85.03,Clouds,5.7856,-6.6083,Lynd Hotels Soubre
985,Panlaitan,PH,79.61,Clouds,12.1191,119.8486,Panlaitan Cetro Beach
986,Grand Gaube,MU,77.4,Clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
987,Kassala,SD,79.11,Clear,15.451,36.4,Amassi Hotel Gash
988,Sao Jose De Ribamar,BR,79.18,Rain,-2.5619,-44.0542,Mediterrânea Hotel e Restaurante
990,Alice Springs,AU,76.55,Clouds,-23.7,133.8833,Desert Palms Alice Springs
993,Mineros,BO,89.19,Clouds,-17.1167,-63.2333,Colpacaranda Eco Resort
995,Pueblo Rico,CO,76.48,Clouds,5.2383,-76.0364,Hotel Don Pedro
999,Lorengau,PG,82.06,Clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
1005,Karaton,ID,77.16,Rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
1009,Massaguet,TD,78.84,Clouds,12.4755,15.4365,Alwatane
1011,Axim,GH,81.37,Clouds,4.8699,-2.2405,Axim Beach Resort And Spa
1012,Manokwari,ID,78.06,Clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1013,Nueva Loja,EC,89.08,Rain,0.0847,-76.8828,Limoncocha Great Hotel
1017,Niono,ML,83.01,Clear,14.2526,-5.993,Hôtel Campement
1020,Manta,EC,78.58,Clouds,-0.95,-80.7333,Balandra Hotel
1032,Imbituba,BR,76.89,Clouds,-28.24,-48.6703,Praia Hotel Imbituba
1039,Kapoeta,SS,88.72,Clouds,4.7717,33.5903,Eastgate Hotel
1042,Ondjiva,AO,79.11,Clouds,-17.0667,15.7333,COMBUESA
1043,Port Loko,SL,87.48,Clouds,8.7667,-12.7833,MJ Motel
1044,Crowley,US,82.38,Clouds,30.2141,-92.3746,"Motel 6 Crowley, LA"
1049,Vilhena,BR,80.26,Clouds,-12.7406,-60.1458,Hotel Mirage
1052,Saint-Paul,RE,77.11,Clouds,-21.0096,55.2707,Boucan Canot
1053,Kudahuvadhoo,MV,81.77,Clouds,2.6708,72.8944,Niyama Private Islands Maldives
1055,Manyana,BW,85.23,Clear,-23.4,21.7167,
1059,Mount Darwin,ZW,79.48,Clouds,-16.7725,31.5838,
1061,Kyabe,TD,84.38,Clouds,9.4515,18.9449,
1062,Vanimo,PG,78.08,Clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
1071,Nabire,ID,76.39,Rain,-3.3667,135.4833,Hotel Nusantara Nabire
1084,Vila Do Maio,CV,84.99,Clouds,15.1333,-23.2167,Hotel Marilu
1088,Dibulla,CO,89.62,Clouds,11.2725,-73.3091,Hospedaje Dibulla Beach
1093,Itaueira,BR,77.95,Clouds,-7.6033,-43.0256,Pousada e Restaurante Cheiro e Sabor
1096,Berekum,GH,85.28,Clouds,7.4534,-2.584,Nyame Nnae Hotel
1097,Linhares,BR,79.52,Clouds,-19.3911,-40.0722,Hotel Conceição
1101,Sassandra,CI,81.28,Clouds,4.95,-6.0833,la terrasse
1106,Cabedelo,BR,86.67,Clouds,-6.9811,-34.8339,Hotel Pigalle
1109,Parit Raja,MY,75.51,Clouds,1.8681,103.1124,RG Grand Hotel
1114,Oranjestad,AW,84.15,Clouds,12.524,-70.027,Divi Village Golf & Beach Resort
1116,Eyl,SO,77.05,Clouds,7.9803,49.8164,Amiin Hotel
1118,El Tigre,VE,87.26,Clouds,8.8875,-64.2454,Hotel Santa Cruz
1119,Chake Chake,TZ,81.34,Clouds,-5.2459,39.7666,Hotel Archipelago
1121,Mogadishu,SO,77.7,Clouds,2.0371,45.3438,Hotel Juba
1128,Trincomalee,LK,79.36,Clouds,8.5711,81.2335,Welcombe Hotel
1130,Pontianak,ID,75.18,Haze,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
1133,Kingsville,US,84.29,Clouds,27.5159,-97.8561,Econo Lodge Kingsville
1137,Aitape,PG,77.29,Rain,-3.1374,142.3475,
1142,Gaoua,BF,86.14,Clouds,10.2992,-3.2508,
1143,Beitbridge,ZW,78.33,Rain,-22.2167,30.0,Beitbridge Express Hotel
1148,Kattivakkam,IN,78.89,Clear,13.2167,80.3167,Euronova Freezer
1151,Conde,BR,83.79,Clouds,-7.2597,-34.9075,Pousada Beija Flor
1156,Nuevo Progreso,MX,83.8,Clear,23.1667,-97.95,Balneario Rio el Paraiso
1162,Denpasar,ID,82.06,Clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
1165,Sao Jose Da Coroa Grande,BR,83.37,Clouds,-8.8978,-35.1478,Crôa Mares Hotel
1166,Independencia,BR,84.34,Clouds,-5.3964,-40.3086,Pousada Santa Cruz
1167,Mananjary,MG,78.31,Clouds,-21.2167,48.3333,Vahiny Lodge
1168,Sal Rei,CV,76.73,Clouds,16.1833,-22.9167,Marine Club Beach Resort
1170,Auki,SB,77.58,Clouds,-8.7676,160.7034,Auki Motel
1174,Sechura,PE,79.99,Clouds,-5.5569,-80.8222,Hospedaje Costa Bella
1186,Abeche,TD,76.1,Clear,13.8292,20.8324,Assaleh Hamdan Haroune
1187,Altagracia De Orituco,VE,87.44,Clouds,9.8601,-66.3814,Posada Quinta Mi Refugio
1188,Ailigandi,PA,81.36,Clouds,9.2333,-78.0167,Akwa Reef Lodge
1198,Sawakin,SD,75.22,Clouds,19.1059,37.3321,فندق الدويم
1203,Arcelia,MX,85.14,Clear,18.2833,-100.2667,Hotel El Posito
1210,Eydhafushi,MV,81.61,Clouds,5.1033,73.0708,Soneva Fushi
1214,San Ignacio,BZ,88.68,Clouds,17.1561,-89.0714,Rainforest Haven Inn
1218,Salvador,SV,87.57,Clouds,13.8333,-88.9167,Chico's Ranch
1220,Mildura,AU,75.07,Clouds,-34.2,142.15,Mercure Hotel Mildura
1223,Sembe,CG,79.43,Rain,1.6481,14.5806,
1226,Buchanan,LR,82.58,Rain,5.8808,-10.0467,Kamaneahn Hotel Inc
1227,Shakawe,BW,76.73,Clouds,-18.3667,21.85,Ditlhapi Guest House
1228,Camopi,GF,77.74,Clouds,3.1655,-52.3158,La pousada
1229,Sarh,TD,83.79,Clouds,9.1429,18.3923,Domicile 1sur le goudron
1230,Camara De Lobos,PT,75.83,Clear,32.6333,-16.9667,Golden Residence Hotel
1241,Pocao De Pedras,BR,80.6,Clouds,-4.6667,-44.85,Hotel Magazine
1242,Uramita,CO,81.86,Clouds,6.8994,-76.1742,Hotel Casa Blanca
1247,Vega De Alatorre,MX,82.2,Clear,20.0333,-96.6333,El Polo Norte
1264,Cockburn Town,TC,78.19,Clear,21.4612,-71.1419,Osprey Beach Hotel
1268,Natchitoches,US,79.65,Clouds,31.7668,-93.1335,Super 8 by Wyndham Natchitoches
1269,Pochutla,MX,87.82,Clear,15.7432,-96.4661,Hotel Posada San Jose
1272,Tucurui,BR,79.32,Clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
1276,Luganville,VU,80.53,Rain,-15.5333,167.1667,The Espiritu Hotel
1278,Guanambi,BR,84.0,Clouds,-14.2233,-42.7814,Leopoldo Hotel
1281,Charters Towers,AU,75.11,Clear,-20.1,146.2667,Cattleman's Rest Motor Inn
1288,Todos Santos,MX,83.01,Clouds,23.45,-110.2167,Hotel California Todos Santos
1290,Tual,ID,82.96,Clouds,-5.6667,132.75,Grand Vilia Hotel
